draw_number,draw_date,day_of_week,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,bonus_ball
3171,2020-03-11,Wednesday,4,6,14,16,35,40,33
3172,2020-03-14,Saturday,8,15,17,20,23,37,6
3173,2020-03-18,Wednesday,9,18,27,30,44,45,43
3174,2020-03-21,Saturday,8,16,20,24,37,39,4
3175,2020-03-25,Wednesday,5,20,24,25,31,46,47
3176,2020-03-28,Saturday,15,21,25,38,43,45,6
3177,2020-04-01,Wednesday,19,35,36,37,41,43,27
3178,2020-04-04,Saturday,2,3,8,9,11,31,22
3179,2020-04-08,Wednesday,19,26,28,38,39,41,43
3180,2020-04-11,Saturday,6,8,17,27,36,46,28
3181,2020-04-15,Wednesday,17,29,35,38,40,46,27
3182,2020-04-18,Saturday,3,5,21,24,39,40,46
3183,2020-04-22,Wednesday,1,10,20,32,40,47,14
3184,2020-04-25,Saturday,3,5,37,38,39,43,11
3185,2020-04-29,Wednesday,3,23,26,30,38,41,12
3186,2020-05-02,Saturday,5,8,11,28,32,45,43
3187,2020-05-06,Wednesday,4,20,22,23,42,44,6
3188,2020-05-09,Saturday,7,18,24,28,41,43,29
3189,2020-05-13,Wednesday,2,3,21,25,26,34,6
3190,2020-05-16,Saturday,6,11,25,27,28,44,9
3191,2020-05-20,Wednesday,2,14,22,32,37,45,10
3192,2020-05-23,Saturday,10,13,24,27,38,39,21
3193,2020-05-27,Wednesday,3,5,22,25,28,41,9
3194,2020-05-30,Saturday,9,14,18,21,32,35,34
3195,2020-06-03,Wednesday,1,9,21,26,40,42,29
3196,2020-06-06,Saturday,4,16,18,32,46,47,39
3197,2020-06-10,Wednesday,7,8,20,21,27,40,28
3198,2020-06-13,Saturday,1,8,25,31,33,46,17
3199,2020-06-17,Wednesday,1,19,21,29,33,44,40
3200,2020-06-20,Saturday,5,8,10,18,30,39,29
3201,2020-06-24,Wednesday,1,8,12,23,34,47,9
3202,2020-06-27,Saturday,5,9,11,29,38,46,37
3203,2020-07-01,Wednesday,3,20,26,42,43,45,33
3204,2020-07-04,Saturday,1,14,16,17,36,37,34
3205,2020-07-08,Wednesday,2,23,34,37,40,42,39
3206,2020-07-11,Saturday,6,14,17,19,24,42,45
3207,2020-07-15,Wednesday,9,22,31,33,40,41,7
3208,2020-07-18,Saturday,1,15,24,29,44,47,20
3209,2020-07-22,Wednesday,4,8,37,41,44,45,42
3210,2020-07-25,Saturday,3,19,23,27,29,46,33
3211,2020-07-29,Wednesday,6,21,28,35,42,44,15
3212,2020-08-01,Saturday,3,25,28,33,37,40,29
3213,2020-08-05,Wednesday,6,10,17,19,40,47,41
3214,2020-08-08,Saturday,17,19,25,40,45,47,44
3215,2020-08-12,Wednesday,4,5,16,24,33,41,26
3216,2020-08-15,Saturday,9,12,17,20,26,42,40
3217,2020-08-19,Wednesday,7,15,26,38,42,44,45
3218,2020-08-22,Saturday,14,17,38,40,43,46,6
3219,2020-08-26,Wednesday,4,18,26,30,42,47,28
3220,2020-08-29,Saturday,8,11,20,26,32,37,39
3221,2020-09-02,Wednesday,8,14,15,25,40,44,22
3222,2020-09-05,Saturday,7,21,23,24,40,47,26
3223,2020-09-09,Wednesday,4,9,10,11,27,41,15
3224,2020-09-12,Saturday,12,13,15,16,25,43,40
3225,2020-09-16,Wednesday,4,15,21,28,39,41,27
3226,2020-09-19,Saturday,1,3,6,8,40,42,5
3227,2020-09-23,Wednesday,3,7,23,25,37,45,9
3228,2020-09-26,Saturday,1,13,19,41,44,46,2
3229,2020-09-30,Wednesday,10,11,17,28,30,46,6
3230,2020-10-03,Saturday,1,10,14,17,20,24,9
3231,2020-10-07,Wednesday,15,19,23,40,41,47,43
3232,2020-10-10,Saturday,6,12,25,30,33,44,8
3233,2020-10-14,Wednesday,1,8,11,16,30,37,9
3234,2020-10-17,Saturday,5,7,14,19,39,45,30
3235,2020-10-21,Wednesday,1,7,9,19,38,44,5
3236,2020-10-24,Saturday,3,14,17,21,30,46,38
3237,2020-10-28,Wednesday,9,21,32,33,35,40,5
3238,2020-10-31,Saturday,3,6,12,18,35,40,8
3239,2020-11-04,Wednesday,12,14,25,26,29,31,18
3240,2020-11-07,Saturday,27,34,36,38,43,45,10
3241,2020-11-11,Wednesday,1,17,27,30,33,42,22
3242,2020-11-14,Saturday,5,34,36,40,44,45,10
3243,2020-11-18,Wednesday,8,14,16,21,27,44,13
3244,2020-11-21,Saturday,4,14,23,26,36,44,39
3245,2020-11-25,Wednesday,2,20,29,37,38,44,19
3246,2020-11-28,Saturday,14,19,33,35,44,47,17
3247,2020-12-02,Wednesday,2,6,12,27,34,43,36
3248,2020-12-05,Saturday,8,23,26,29,38,42,24
3249,2020-12-09,Wednesday,4,16,17,21,23,27,8
3250,2020-12-12,Saturday,7,11,14,21,24,32,27
3251,2020-12-16,Wednesday,8,15,16,19,20,37,31
3252,2020-12-19,Saturday,6,9,13,17,23,33,19
3253,2020-12-23,Wednesday,15,22,23,35,45,47,28
3254,2020-12-26,Saturday,1,12,15,23,25,27,4
3255,2020-12-30,Wednesday,1,4,6,14,16,34,5
3256,2021-01-02,Saturday,4,11,15,21,30,39,2
3257,2021-01-06,Wednesday,3,15,30,34,35,46,7
3258,2021-01-09,Saturday,4,5,22,26,34,39,6
3259,2021-01-13,Wednesday,8,11,13,17,31,34,36
3260,2021-01-16,Saturday,8,11,18,22,23,42,40
3261,2021-01-20,Wednesday,7,10,18,25,27,35,15
3262,2021-01-23,Saturday,7,21,22,27,35,44,31
3263,2021-01-27,Wednesday,3,6,18,19,25,45,20
3264,2021-01-30,Saturday,7,9,15,18,25,31,27
3265,2021-02-03,Wednesday,5,16,28,36,41,47,33
3266,2021-02-06,Saturday,1,7,13,14,43,45,8
3267,2021-02-10,Wednesday,5,9,24,28,35,36,10
3268,2021-02-13,Saturday,7,20,23,35,40,44,39
3269,2021-02-17,Wednesday,3,11,17,19,24,29,26
3270,2021-02-20,Saturday,7,10,13,19,24,34,26
3271,2021-02-24,Wednesday,4,20,37,41,42,45,18
3272,2021-02-27,Saturday,10,18,19,33,38,39,17
3273,2021-03-03,Wednesday,9,18,29,35,38,40,25
3274,2021-03-06,Saturday,3,10,21,35,42,45,34
3275,2021-03-10,Wednesday,10,12,15,17,19,26,13
3276,2021-03-13,Saturday,12,14,16,21,36,43,10
3277,2021-03-17,Wednesday,10,12,16,26,36,47,39
3278,2021-03-20,Saturday,1,2,12,27,32,44,21
3279,2021-03-24,Wednesday,5,12,20,23,24,31,16
3280,2021-03-27,Saturday,19,22,23,29,32,34,45
3281,2021-03-31,Wednesday,11,16,18,30,42,44,35
3282,2021-04-03,Saturday,2,19,22,29,30,31,10
3283,2021-04-07,Wednesday,4,5,10,14,26,28,8
3284,2021-04-10,Saturday,2,5,9,12,40,41,1
3285,2021-04-14,Wednesday,7,16,21,38,40,42,17
3286,2021-04-17,Saturday,3,7,16,21,28,29,36
3287,2021-04-21,Wednesday,4,10,11,14,22,26,27
3288,2021-04-24,Saturday,29,35,37,38,41,42,39
3289,2021-04-28,Wednesday,3,7,9,10,16,44,17
3290,2021-05-01,Saturday,3,6,9,16,25,32,30
3291,2021-05-05,Wednesday,24,26,29,37,42,43,27
3292,2021-05-08,Saturday,6,11,20,33,36,37,39
3293,2021-05-12,Wednesday,5,16,23,25,31,45,13
3294,2021-05-15,Saturday,4,16,23,29,34,43,46
3295,2021-05-19,Wednesday,6,8,23,25,38,42,14
3296,2021-05-22,Saturday,5,11,18,23,26,30,47
3297,2021-05-26,Wednesday,3,5,14,19,21,41,11
3298,2021-05-29,Saturday,3,7,10,15,25,35,14
3299,2021-06-02,Wednesday,8,15,18,19,32,41,29
3300,2021-06-05,Saturday,16,18,24,27,33,47,23
3301,2021-06-09,Wednesday,2,14,16,30,43,44,26
3302,2021-06-12,Saturday,3,8,11,20,25,39,5
3303,2021-06-16,Wednesday,3,14,22,29,39,47,27
3304,2021-06-19,Saturday,20,21,26,27,37,43,39
3305,2021-06-23,Wednesday,1,7,10,12,20,43,15
3306,2021-06-26,Saturday,8,12,25,40,41,46,28
3307,2021-06-30,Wednesday,5,11,18,31,39,46,1
3308,2021-07-03,Saturday,8,20,32,33,38,44,3
3309,2021-07-07,Wednesday,10,20,22,32,34,47,43
3310,2021-07-10,Saturday,11,12,19,22,34,43,2
3311,2021-07-14,Wednesday,13,21,26,29,44,47,39
3312,2021-07-17,Saturday,7,15,21,33,38,42,12
3313,2021-07-21,Wednesday,2,3,31,34,36,38,8
3314,2021-07-24,Saturday,2,10,23,28,31,47,42
3315,2021-07-28,Wednesday,6,8,13,15,27,29,17
3316,2021-07-31,Saturday,10,16,27,29,40,45,3
3317,2021-08-04,Wednesday,6,12,13,25,29,35,41
3318,2021-08-07,Saturday,8,13,20,22,27,38,1
3319,2021-08-11,Wednesday,2,11,13,27,42,44,17
3320,2021-08-14,Saturday,16,19,23,24,27,32,22
3321,2021-08-18,Wednesday,2,9,13,27,43,47,35
3322,2021-08-21,Saturday,2,4,23,26,30,36,12
3323,2021-08-25,Wednesday,2,10,32,33,35,45,29
3324,2021-08-28,Saturday,12,16,23,25,35,36,11
3325,2021-09-01,Wednesday,10,27,29,32,37,44,19
3326,2021-09-04,Saturday,6,11,15,23,32,43,46
3327,2021-09-08,Wednesday,1,3,9,20,40,41,5
3328,2021-09-11,Saturday,1,22,23,29,42,45,3
3329,2021-09-15,Wednesday,1,20,24,36,44,45,47
3330,2021-09-18,Saturday,4,5,7,20,32,42,24
3331,2021-09-22,Wednesday,1,5,9,12,15,21,10
3332,2021-09-25,Saturday,2,9,13,27,35,39,15
3333,2021-09-29,Wednesday,14,15,24,29,33,45,44
3334,2021-10-02,Saturday,3,6,29,35,37,43,23
3335,2021-10-06,Wednesday,3,14,18,32,42,43,22
3336,2021-10-09,Saturday,1,6,18,33,37,47,35
3337,2021-10-13,Wednesday,2,4,12,14,17,40,30
3338,2021-10-16,Saturday,12,13,18,31,41,46,39
3339,2021-10-20,Wednesday,1,2,14,28,31,41,19
3340,2021-10-23,Saturday,7,10,16,17,33,36,31
3341,2021-10-27,Wednesday,8,14,16,33,35,36,40
3342,2021-10-30,Saturday,5,6,22,33,35,47,24
3343,2021-11-03,Wednesday,1,8,10,13,21,35,7
3344,2021-11-06,Saturday,4,11,21,30,33,47,20
3345,2021-11-10,Wednesday,1,6,12,13,24,42,45
3346,2021-11-13,Saturday,3,25,29,44,45,47,46
3347,2021-11-17,Wednesday,3,10,26,27,29,31,24
3348,2021-11-20,Saturday,2,13,21,22,33,44,45
3349,2021-11-24,Wednesday,8,16,21,36,39,40,43
3350,2021-11-27,Saturday,1,12,25,27,32,43,8
3351,2021-12-01,Wednesday,4,18,26,28,31,39,17
3352,2021-12-04,Saturday,9,12,25,29,30,40,19
3353,2021-12-08,Wednesday,7,9,27,31,35,42,37
3354,2021-12-11,Saturday,6,12,31,34,35,46,47
3355,2021-12-15,Wednesday,3,17,20,25,39,46,2
3356,2021-12-18,Saturday,3,13,16,18,25,33,46
3357,2021-12-22,Wednesday,9,24,26,28,30,40,12
3358,2021-12-25,Saturday,1,19,22,24,37,46,33
3359,2021-12-29,Wednesday,5,7,18,34,42,44,4
3360,2022-01-01,Saturday,3,7,19,27,38,44,43
3361,2022-01-05,Wednesday,13,26,27,31,35,41,19
3362,2022-01-08,Saturday,2,5,6,17,23,33,31
3363,2022-01-12,Wednesday,3,6,14,16,22,33,7
3364,2022-01-15,Saturday,1,10,16,31,32,36,2
3365,2022-01-19,Wednesday,2,10,30,33,36,46,26
3366,2022-01-22,Saturday,2,9,16,22,28,36,8
3367,2022-01-26,Wednesday,1,11,15,19,21,26,8
3368,2022-01-29,Saturday,9,10,14,18,21,38,5
3369,2022-02-02,Wednesday,6,8,9,19,26,31,20
3370,2022-02-05,Saturday,1,6,26,35,45,46,5
3371,2022-02-09,Wednesday,1,20,27,28,31,39,8
3372,2022-02-12,Saturday,6,25,26,32,45,46,23
3373,2022-02-16,Wednesday,1,2,4,15,19,42,22
3374,2022-02-19,Saturday,1,11,19,25,29,45,20
3375,2022-02-23,Wednesday,22,29,31,36,39,40,25
3376,2022-02-26,Saturday,5,11,19,21,24,40,27
3377,2022-03-02,Wednesday,4,5,22,29,31,37,41
3378,2022-03-05,Saturday,2,3,12,20,23,38,41
3379,2022-03-09,Wednesday,3,7,21,27,43,44,14
3380,2022-03-12,Saturday,4,23,27,37,38,39,31
3381,2022-03-16,Wednesday,8,26,27,36,39,47,23
3382,2022-03-19,Saturday,2,17,25,27,35,38,32
3383,2022-03-23,Wednesday,9,27,31,34,43,44,42
3384,2022-03-26,Saturday,6,12,19,22,24,40,45
3385,2022-03-30,Wednesday,4,5,14,43,45,47,16
3386,2022-04-02,Saturday,7,22,24,26,38,47,41
3387,2022-04-06,Wednesday,4,20,33,38,43,46,39
3388,2022-04-09,Saturday,8,9,24,26,31,38,42
3389,2022-04-13,Wednesday,7,8,23,30,37,40,1
3390,2022-04-16,Saturday,2,4,11,24,26,31,9
3391,2022-04-20,Wednesday,4,8,30,36,40,47,13
3392,2022-04-23,Saturday,17,20,21,27,36,43,33
3393,2022-04-27,Wednesday,13,31,34,38,40,44,20
3394,2022-04-30,Saturday,19,22,27,32,36,47,15
3395,2022-05-04,Wednesday,4,28,31,32,36,44,17
3396,2022-05-07,Saturday,5,18,37,38,46,47,36
3397,2022-05-11,Wednesday,5,7,15,29,44,46,30
3398,2022-05-14,Saturday,1,4,12,22,31,47,14
3399,2022-05-18,Wednesday,18,26,39,40,44,46,29
3400,2022-05-21,Saturday,1,7,24,26,40,47,18
3401,2022-05-25,Wednesday,16,18,29,30,33,38,24
3402,2022-05-28,Saturday,8,9,22,30,32,47,34
3403,2022-06-01,Wednesday,4,8,23,27,39,47,19
3404,2022-06-04,Saturday,1,8,9,16,25,28,46
3405,2022-06-08,Wednesday,4,13,17,20,41,47,30
3406,2022-06-11,Saturday,15,20,27,37,44,45,4
3407,2022-06-15,Wednesday,19,21,22,30,31,46,37
3408,2022-06-18,Saturday,1,7,9,38,39,43,5
3409,2022-06-22,Wednesday,4,27,38,39,44,45,19
3410,2022-06-25,Saturday,4,8,19,37,40,45,15
3411,2022-06-29,Wednesday,1,10,16,21,28,41,34
3412,2022-07-02,Saturday,8,9,18,23,32,33,34
3413,2022-07-06,Wednesday,6,10,18,20,23,30,45
3414,2022-07-09,Saturday,6,16,29,30,34,43,7
3415,2022-07-13,Wednesday,18,27,29,37,42,43,38
3416,2022-07-16,Saturday,2,4,12,26,36,47,31
3417,2022-07-20,Wednesday,1,2,9,16,33,46,21
3418,2022-07-23,Saturday,12,21,23,31,32,33,16
3419,2022-07-27,Wednesday,1,4,10,18,23,39,6
3420,2022-07-30,Saturday,13,27,37,38,39,45,3
3421,2022-08-03,Wednesday,1,3,15,22,35,43,9
3422,2022-08-06,Saturday,12,14,15,21,28,46,37
3423,2022-08-10,Wednesday,13,17,24,31,39,40,42
3424,2022-08-13,Saturday,1,10,24,41,45,47,18
3425,2022-08-17,Wednesday,1,7,15,22,25,32,21
3426,2022-08-20,Saturday,5,6,17,21,31,46,32
3427,2022-08-24,Wednesday,13,21,23,29,31,37,25
3428,2022-08-27,Saturday,23,29,32,40,42,45,35
3429,2022-08-31,Wednesday,1,14,20,32,33,36,31
3430,2022-09-03,Saturday,6,11,17,19,28,39,22
3431,2022-09-07,Wednesday,8,10,16,38,42,47,13
3432,2022-09-10,Saturday,2,3,4,8,15,39,37
3433,2022-09-14,Wednesday,9,11,12,21,29,46,47
3434,2022-09-17,Saturday,3,9,13,27,28,43,24
3435,2022-09-21,Wednesday,7,9,11,13,15,23,19
3436,2022-09-24,Saturday,3,11,17,19,21,38,36
3437,2022-09-28,Wednesday,1,4,9,10,28,45,27
3438,2022-10-01,Saturday,4,5,6,9,40,45,46
3439,2022-10-05,Wednesday,1,8,13,40,45,47,2
3440,2022-10-08,Saturday,3,8,12,22,36,41,16
3441,2022-10-12,Wednesday,2,10,13,33,35,38,39
3442,2022-10-15,Saturday,5,20,30,34,42,46,2
3443,2022-10-19,Wednesday,6,9,14,18,23,38,17
3444,2022-10-22,Saturday,4,6,27,29,36,37,13
3445,2022-10-26,Wednesday,1,7,11,40,41,46,20
3446,2022-10-29,Saturday,4,5,11,34,37,42,32
3447,2022-11-02,Wednesday,24,33,36,41,44,45,12
3448,2022-11-05,Saturday,1,9,18,19,21,24,44
3449,2022-11-09,Wednesday,7,13,25,28,41,44,22
3450,2022-11-12,Saturday,5,11,13,31,39,43,40
3451,2022-11-16,Wednesday,8,10,21,31,41,45,7
3452,2022-11-19,Saturday,4,11,17,24,26,41,22
3453,2022-11-23,Wednesday,2,7,20,23,30,40,32
3454,2022-11-26,Saturday,4,21,31,40,44,46,6
3455,2022-11-30,Wednesday,3,6,27,31,32,39,18
3456,2022-12-03,Saturday,4,7,15,35,41,42,31
3457,2022-12-07,Wednesday,3,19,23,24,28,36,15
3458,2022-12-10,Saturday,6,9,15,17,37,39,35
3459,2022-12-14,Wednesday,4,10,15,30,43,47,26
3460,2022-12-17,Saturday,6,9,18,23,26,39,45
3461,2022-12-21,Wednesday,1,5,18,25,30,36,37
3462,2022-12-24,Saturday,9,18,31,38,39,41,46
3463,2022-12-28,Wednesday,5,17,26,27,29,36,33
3464,2022-12-31,Saturday,21,23,27,31,33,39,13
3465,2023-01-04,Wednesday,3,9,25,28,39,47,17
3466,2023-01-07,Saturday,5,10,19,34,37,38,46
3467,2023-01-11,Wednesday,4,6,14,16,18,46,28
3468,2023-01-14,Saturday,12,15,16,29,38,44,42
3469,2023-01-18,Wednesday,3,14,19,20,38,42,10
3470,2023-01-21,Saturday,1,2,28,30,33,42,34
3471,2023-01-25,Wednesday,1,8,10,27,28,29,13
3472,2023-01-28,Saturday,1,4,20,33,37,44,19
3473,2023-02-01,Wednesday,9,15,19,24,35,46,11
3474,2023-02-04,Saturday,2,3,6,9,21,41,4
3475,2023-02-08,Wednesday,8,26,29,33,38,40,10
3476,2023-02-11,Saturday,1,21,32,36,41,42,17
3477,2023-02-15,Wednesday,5,17,32,43,45,47,4
3478,2023-02-18,Saturday,4,8,12,14,20,36,39
3479,2023-02-22,Wednesday,15,27,34,35,39,47,46
3480,2023-02-25,Saturday,6,14,24,26,36,39,2
3481,2023-03-01,Wednesday,1,8,26,32,36,38,4
3482,2023-03-04,Saturday,6,16,18,21,29,33,17
3483,2023-03-08,Wednesday,1,20,22,27,29,34,12
3484,2023-03-11,Saturday,9,13,19,38,42,46,34
3485,2023-03-15,Wednesday,7,18,24,26,31,34,15
3486,2023-03-18,Saturday,7,9,25,27,38,39,16
3487,2023-03-22,Wednesday,2,12,38,41,42,47,34
3488,2023-03-25,Saturday,2,7,24,27,39,42,19
3489,2023-03-29,Wednesday,7,21,28,32,44,45,33
3490,2023-04-01,Saturday,4,9,25,29,36,43,10
3491,2023-04-05,Wednesday,1,14,34,36,39,43,31
3492,2023-04-08,Saturday,20,24,27,29,42,47,35
3493,2023-04-12,Wednesday,1,11,13,22,28,31,32
3494,2023-04-15,Saturday,7,8,10,16,23,31,44
3495,2023-04-19,Wednesday,7,8,11,18,26,32,33
3496,2023-04-22,Saturday,9,14,16,25,36,46,34
3497,2023-04-26,Wednesday,8,15,23,27,33,46,32
3498,2023-04-29,Saturday,3,4,23,26,27,39,8
3499,2023-05-03,Wednesday,16,21,30,32,37,47,33
3500,2023-05-06,Saturday,4,6,15,16,30,45,35
3501,2023-05-10,Wednesday,6,7,8,19,26,41,1
3502,2023-05-13,Saturday,3,8,12,14,36,39,41
3503,2023-05-17,Wednesday,14,21,29,31,35,41,7
3504,2023-05-20,Saturday,1,5,28,35,39,47,18
3505,2023-05-24,Wednesday,4,13,18,32,36,39,5
3506,2023-05-27,Saturday,2,5,29,45,46,47,12
3507,2023-05-31,Wednesday,1,4,9,22,38,47,18
3508,2023-06-03,Saturday,1,5,11,24,39,42,10
3509,2023-06-07,Wednesday,11,17,28,31,33,45,15
3510,2023-06-10,Saturday,1,9,16,18,23,47,10
3511,2023-06-14,Wednesday,6,15,21,22,41,47,12
3512,2023-06-17,Saturday,1,5,14,26,27,30,35
3513,2023-06-21,Wednesday,4,10,26,30,35,37,42
3514,2023-06-24,Saturday,14,15,16,20,32,36,2
3515,2023-06-28,Wednesday,4,12,15,16,21,47,31
3516,2023-07-01,Saturday,15,30,31,35,39,40,36
3517,2023-07-05,Wednesday,4,15,18,25,32,43,20
3518,2023-07-08,Saturday,10,14,19,28,33,37,35
3519,2023-07-12,Wednesday,6,10,12,29,30,38,34
3520,2023-07-15,Saturday,6,12,14,40,44,47,41
3521,2023-07-19,Wednesday,2,13,21,29,36,40,6
3522,2023-07-22,Saturday,5,17,27,32,34,39,15
3523,2023-07-26,Wednesday,6,9,10,27,32,39,38
3524,2023-07-29,Saturday,4,18,39,43,45,47,41
3525,2023-08-02,Wednesday,34,37,39,41,43,44,15
3526,2023-08-05,Saturday,7,18,21,25,33,37,28
3527,2023-08-09,Wednesday,21,34,35,37,39,40,7
3528,2023-08-12,Saturday,11,21,22,30,32,45,10
3529,2023-08-16,Wednesday,12,22,24,26,31,35,34
3530,2023-08-19,Saturday,12,15,18,32,35,44,7
3531,2023-08-23,Wednesday,3,15,24,32,35,36,14
3532,2023-08-26,Saturday,10,11,19,20,23,40,26
3533,2023-08-30,Wednesday,1,19,22,27,44,45,20
3534,2023-09-02,Saturday,2,9,13,14,33,37,3
3535,2023-09-06,Wednesday,3,5,11,19,20,23,46
3536,2023-09-09,Saturday,4,6,11,27,30,42,32
3537,2023-09-13,Wednesday,2,18,33,35,45,46,37
3538,2023-09-16,Saturday,4,6,7,33,36,40,12
3539,2023-09-20,Wednesday,15,17,22,42,43,44,7
3540,2023-09-23,Saturday,3,6,13,25,27,33,11
3541,2023-09-27,Wednesday,10,18,21,26,32,40,8
3542,2023-09-30,Saturday,11,22,25,41,42,43,46
3543,2023-10-04,Wednesday,20,21,23,38,39,43,5
3544,2023-10-07,Saturday,3,4,27,34,41,46,44
3545,2023-10-11,Wednesday,4,9,14,20,29,34,38
3546,2023-10-14,Saturday,2,7,17,25,31,37,32
3547,2023-10-18,Wednesday,6,7,11,18,26,37,44
3548,2023-10-21,Saturday,12,14,39,42,44,46,31
3549,2023-10-25,Wednesday,2,10,16,22,27,31,46
3550,2023-10-28,Saturday,8,15,28,31,32,46,37
3551,2023-11-01,Wednesday,15,24,27,34,38,40,43
3552,2023-11-04,Saturday,4,18,21,24,31,44,19
3553,2023-11-08,Wednesday,4,11,18,23,26,27,38
3554,2023-11-11,Saturday,4,6,13,16,24,32,5
3555,2023-11-15,Wednesday,4,8,11,18,20,39,42
3556,2023-11-18,Saturday,5,9,16,24,39,42,12
3557,2023-11-22,Wednesday,6,7,15,27,29,33,24
3558,2023-11-25,Saturday,16,21,23,32,35,40,28
3559,2023-11-29,Wednesday,13,16,19,25,27,37,33
3560,2023-12-02,Saturday,11,17,24,28,30,33,14
3561,2023-12-06,Wednesday,3,5,10,45,46,47,11
3562,2023-12-09,Saturday,2,3,15,17,20,32,29
3563,2023-12-13,Wednesday,9,18,31,35,44,46,17
3564,2023-12-16,Saturday,2,3,6,9,12,38,5
3565,2023-12-20,Wednesday,4,8,15,18,25,42,47
3566,2023-12-23,Saturday,1,3,10,15,38,44,39
3567,2023-12-27,Wednesday,4,10,14,22,31,40,20
3568,2023-12-30,Saturday,4,17,30,31,36,40,23
3569,2024-01-03,Wednesday,9,13,25,27,36,41,19
3570,2024-01-06,Saturday,12,24,25,29,35,37,43
3571,2024-01-10,Wednesday,10,12,26,27,45,47,40
3572,2024-01-13,Saturday,26,30,37,39,44,47,10
3573,2024-01-17,Wednesday,12,16,19,30,37,41,6
3574,2024-01-20,Saturday,5,11,20,35,40,44,26
3575,2024-01-24,Wednesday,6,16,24,35,37,47,32
3576,2024-01-27,Saturday,6,23,24,27,32,33,34
3577,2024-01-31,Wednesday,3,5,8,9,27,43,26
3578,2024-02-03,Saturday,1,2,9,31,35,37,38
3579,2024-02-07,Wednesday,12,13,14,19,30,42,36
3580,2024-02-10,Saturday,11,14,15,16,17,41,44
3581,2024-02-14,Wednesday,1,11,26,28,29,36,40
3582,2024-02-17,Saturday,3,4,12,18,36,41,34
3583,2024-02-21,Wednesday,10,11,12,16,19,41,28
3584,2024-02-24,Saturday,1,5,12,20,22,29,26
3585,2024-02-28,Wednesday,2,3,17,29,32,45,20
3586,2024-03-02,Saturday,9,10,24,26,41,45,42
3587,2024-03-06,Wednesday,12,19,24,31,34,40,22
3588,2024-03-09,Saturday,4,13,14,21,26,36,30
3589,2024-03-13,Wednesday,7,8,13,19,28,35,27
3590,2024-03-16,Saturday,1,5,11,13,35,43,9
3591,2024-03-20,Wednesday,1,13,18,19,26,39,8
3592,2024-03-23,Saturday,2,11,23,28,34,44,42
3593,2024-03-27,Wednesday,12,15,24,25,42,47,14
3594,2024-03-30,Saturday,2,19,28,30,31,41,40
3595,2024-04-03,Wednesday,3,12,21,35,39,43,16
3596,2024-04-06,Saturday,14,15,16,32,38,39,28
3597,2024-04-10,Wednesday,10,11,12,39,44,45,22
3598,2024-04-13,Saturday,5,8,14,25,35,43,10
3599,2024-04-17,Wednesday,9,14,30,38,40,44,28
3600,2024-04-20,Saturday,2,6,17,32,43,44,38
3601,2024-04-24,Wednesday,8,14,25,27,33,35,30
3602,2024-04-27,Saturday,7,15,17,41,43,45,36
3603,2024-05-01,Wednesday,18,26,37,40,43,44,5
3604,2024-05-04,Saturday,2,8,9,15,26,37,31
3605,2024-05-08,Wednesday,11,24,27,29,34,37,45
3606,2024-05-11,Saturday,1,8,9,27,31,36,32
3607,2024-05-15,Wednesday,3,4,24,28,36,46,7
3608,2024-05-18,Saturday,4,18,28,34,36,41,33
3609,2024-05-22,Wednesday,2,20,21,24,30,42,41
3610,2024-05-25,Saturday,10,17,24,31,39,44,23
3611,2024-05-29,Wednesday,14,20,22,33,40,46,25
3612,2024-06-01,Saturday,6,22,25,26,27,40,14
3613,2024-06-05,Wednesday,17,23,26,34,37,41,29
3614,2024-06-08,Saturday,15,16,18,26,42,46,32
3615,2024-06-12,Wednesday,6,8,11,18,19,37,38
3616,2024-06-15,Saturday,23,30,32,34,37,38,11
3617,2024-06-19,Wednesday,7,14,18,24,25,45,46
3618,2024-06-22,Saturday,16,19,25,37,41,47,7
3619,2024-06-26,Wednesday,11,15,17,22,23,38,36
3620,2024-06-29,Saturday,17,24,25,29,30,47,40
3621,2024-07-03,Wednesday,5,16,32,34,35,44,39
3622,2024-07-06,Saturday,11,20,22,24,25,37,40
3623,2024-07-10,Wednesday,13,27,32,39,40,42,8
3624,2024-07-13,Saturday,9,24,32,39,41,44,23
3625,2024-07-17,Wednesday,2,5,13,32,34,40,16
3626,2024-07-20,Saturday,20,23,35,38,42,44,39
3627,2024-07-24,Wednesday,3,23,27,31,46,47,35
3628,2024-07-27,Saturday,1,3,21,35,36,43,34
3629,2024-07-31,Wednesday,5,9,19,23,28,34,36
3630,2024-08-03,Saturday,6,8,18,22,32,41,25
3631,2024-08-07,Wednesday,4,14,18,23,34,40,12
3632,2024-08-10,Saturday,2,15,18,19,26,42,8
3633,2024-08-14,Wednesday,3,5,10,18,36,47,21
3634,2024-08-17,Saturday,1,2,8,28,32,41,19
3635,2024-08-21,Wednesday,9,29,39,41,42,47,46
3636,2024-08-24,Saturday,11,16,19,35,37,42,46
3637,2024-08-28,Wednesday,2,4,17,31,42,43,41
3638,2024-08-31,Saturday,6,14,21,25,27,31,9
3639,2024-09-04,Wednesday,3,4,15,34,36,46,40
3640,2024-09-07,Saturday,4,8,14,18,38,41,10
3641,2024-09-11,Wednesday,4,6,10,36,42,44,35
3642,2024-09-14,Saturday,6,17,28,31,34,46,16
