draw_number,draw_date,day_of_week,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,bonus_ball
2457,2019-07-10 00:00:00,Wednesday,5,6,20,26,46,57,47
2458,2019-07-13 00:00:00,Saturday,27,31,34,50,53,57,37
2459,2019-07-17 00:00:00,Wednesday,5,9,21,29,42,59,30
2460,2019-07-20 00:00:00,Saturday,9,23,34,44,50,54,36
2461,2019-07-24 00:00:00,Wednesday,9,12,28,38,41,50,33
2462,2019-07-27 00:00:00,Saturday,4,8,34,54,56,59,10
2463,2019-07-31 00:00:00,Wednesday,11,15,20,21,46,58,23
2464,2019-08-03 00:00:00,Saturday,6,17,19,34,55,58,13
2465,2019-08-07 00:00:00,Wednesday,9,18,20,36,41,59,40
2466,2019-08-10 00:00:00,Saturday,6,11,33,35,38,42,54
2467,2019-08-14 00:00:00,Wednesday,10,11,39,40,43,47,22
2468,2019-08-17 00:00:00,Saturday,2,3,6,37,53,54,57
2469,2019-08-21 00:00:00,Wednesday,14,17,37,42,50,59,58
2470,2019-08-24 00:00:00,Saturday,2,27,32,37,40,41,56
2471,2019-08-28 00:00:00,Wednesday,16,19,20,31,35,42,52
2472,2019-08-31 00:00:00,Saturday,5,20,26,30,44,52,45
2473,2019-09-04 00:00:00,Wednesday,4,11,27,29,30,31,14
2474,2019-09-07 00:00:00,Saturday,10,21,22,39,46,56,47
2475,2019-09-11 00:00:00,Wednesday,9,23,24,26,49,56,33
2476,2019-09-14 00:00:00,Saturday,7,8,16,21,30,36,18
2477,2019-09-18 00:00:00,Wednesday,4,7,10,16,19,29,25
2478,2019-09-21 00:00:00,Saturday,11,16,27,40,53,56,21
2479,2019-09-25 00:00:00,Wednesday,11,13,21,37,47,49,32
2480,2019-09-28 00:00:00,Saturday,2,20,30,32,33,57,6
2481,2019-10-02 00:00:00,Wednesday,14,16,26,30,33,38,23
2482,2019-10-05 00:00:00,Saturday,4,19,32,39,54,59,42
2483,2019-10-09 00:00:00,Wednesday,1,7,19,31,35,44,28
2484,2019-10-12 00:00:00,Saturday,9,17,24,47,49,57,26
2485,2019-10-16 00:00:00,Wednesday,3,4,24,26,36,37,13
2486,2019-10-19 00:00:00,Saturday,5,19,24,25,33,36,29
2487,2019-10-23 00:00:00,Wednesday,18,36,40,44,49,53,55
2488,2019-10-26 00:00:00,Saturday,7,8,9,24,26,51,22
2489,2019-10-30 00:00:00,Wednesday,10,13,24,36,39,49,33
2490,2019-11-02 00:00:00,Saturday,3,9,26,33,56,57,46
2491,2019-11-06 00:00:00,Wednesday,10,22,30,31,34,52,39
2492,2019-11-09 00:00:00,Saturday,9,21,33,40,56,58,11
2493,2019-11-13 00:00:00,Wednesday,20,26,38,40,48,54,22
2494,2019-11-16 00:00:00,Saturday,32,33,35,46,54,59,37
2495,2019-11-20 00:00:00,Wednesday,2,20,22,24,31,53,44
2496,2019-11-23 00:00:00,Saturday,8,20,27,38,47,51,45
2497,2019-11-27 00:00:00,Wednesday,2,17,31,39,41,42,51
2498,2019-11-30 00:00:00,Saturday,4,15,37,38,47,50,58
2499,2019-12-04 00:00:00,Wednesday,11,31,34,40,41,47,50
2500,2019-12-07 00:00:00,Saturday,10,16,25,44,53,54,3
2501,2019-12-11 00:00:00,Wednesday,2,8,13,29,37,45,21
2502,2019-12-14 00:00:00,Saturday,10,14,27,45,57,59,33
2503,2019-12-18 00:00:00,Wednesday,31,40,48,50,55,56,47
2504,2019-12-21 00:00:00,Saturday,4,9,14,34,36,46,21
2505,2019-12-25 00:00:00,Wednesday,12,21,25,31,34,43,30
2506,2019-12-28 00:00:00,Saturday,22,23,35,44,58,59,50
2507,2020-01-01 00:00:00,Wednesday,42,44,45,47,52,56,17
2508,2020-01-04 00:00:00,Saturday,13,16,18,31,36,40,20
2509,2020-01-08 00:00:00,Wednesday,14,15,19,20,46,50,45
2510,2020-01-11 00:00:00,Saturday,21,23,31,32,36,46,51
2511,2020-01-15 00:00:00,Wednesday,8,18,19,37,44,47,35
2512,2020-01-18 00:00:00,Saturday,23,25,26,50,53,58,52
2513,2020-01-22 00:00:00,Wednesday,3,6,10,19,46,58,23
2514,2020-01-25 00:00:00,Saturday,14,17,29,31,42,48,13
2515,2020-01-29 00:00:00,Wednesday,18,35,36,45,53,57,9
2516,2020-02-01 00:00:00,Saturday,7,16,38,40,48,55,4
2517,2020-02-05 00:00:00,Wednesday,15,34,41,43,56,58,4
2518,2020-02-08 00:00:00,Saturday,7,22,27,31,46,59,44
2519,2020-02-12 00:00:00,Wednesday,1,9,11,27,36,50,42
2520,2020-02-15 00:00:00,Saturday,13,31,42,57,58,59,49
2521,2020-02-19 00:00:00,Wednesday,4,19,21,42,50,59,6
2522,2020-02-22 00:00:00,Saturday,15,35,37,42,47,48,3
2523,2020-02-26 00:00:00,Wednesday,3,12,27,54,58,59,26
2524,2020-02-29 00:00:00,Saturday,3,12,19,32,48,51,1
2525,2020-03-04 00:00:00,Wednesday,7,19,20,22,37,39,30
2526,2020-03-07 00:00:00,Saturday,9,32,33,34,35,42,30
2527,2020-03-11 00:00:00,Wednesday,8,11,13,18,22,52,47
2528,2020-03-14 00:00:00,Saturday,1,12,17,30,42,46,48
2529,2020-03-18 00:00:00,Wednesday,19,22,37,44,49,51,13
2530,2020-03-21 00:00:00,Saturday,12,26,40,41,53,55,28
2531,2020-03-25 00:00:00,Wednesday,6,7,21,26,33,43,12
2532,2020-03-28 00:00:00,Saturday,1,9,16,17,21,31,25
2533,2020-04-01 00:00:00,Wednesday,16,18,20,22,29,49,38
2534,2020-04-04 00:00:00,Saturday,1,17,24,37,42,47,45
2535,2020-04-08 00:00:00,Wednesday,4,8,16,20,30,43,11
2536,2020-04-11 00:00:00,Saturday,20,26,33,44,46,50,45
2537,2020-04-15 00:00:00,Wednesday,8,15,19,24,40,41,54
2538,2020-04-18 00:00:00,Saturday,9,10,30,31,39,48,24
2539,2020-04-22 00:00:00,Wednesday,27,31,35,36,45,49,52
2540,2020-04-25 00:00:00,Saturday,14,16,43,44,49,53,56
2541,2020-04-29 00:00:00,Wednesday,6,29,34,39,51,56,55
2542,2020-05-02 00:00:00,Saturday,4,5,8,24,37,46,36
2543,2020-05-06 00:00:00,Wednesday,10,13,33,35,37,58,11
2544,2020-05-09 00:00:00,Saturday,8,21,29,34,44,55,14
2545,2020-05-13 00:00:00,Wednesday,6,29,32,33,38,46,52
2546,2020-05-16 00:00:00,Saturday,4,9,27,30,33,58,37
2547,2020-05-20 00:00:00,Wednesday,4,20,30,36,44,52,47
2548,2020-05-23 00:00:00,Saturday,1,2,17,26,48,53,14
2549,2020-05-27 00:00:00,Wednesday,3,5,23,28,38,45,58
2550,2020-05-30 00:00:00,Saturday,3,4,5,19,31,35,27
2551,2020-06-03 00:00:00,Wednesday,9,12,42,47,50,58,55
2552,2020-06-06 00:00:00,Saturday,24,25,27,29,55,57,6
2553,2020-06-10 00:00:00,Wednesday,9,35,42,43,44,56,23
2554,2020-06-13 00:00:00,Saturday,8,9,12,26,34,35,47
2555,2020-06-17 00:00:00,Wednesday,1,2,15,20,49,54,30
2556,2020-06-20 00:00:00,Saturday,25,28,35,44,47,57,53
2557,2020-06-24 00:00:00,Wednesday,10,15,16,18,23,30,13
2558,2020-06-27 00:00:00,Saturday,3,8,47,49,52,57,43
2559,2020-07-01 00:00:00,Wednesday,2,14,16,27,40,50,5
2560,2020-07-04 00:00:00,Saturday,3,7,29,39,44,58,46
2561,2020-07-08 00:00:00,Wednesday,3,4,16,26,48,56,29
2562,2020-07-11 00:00:00,Saturday,4,14,15,35,49,50,9
2563,2020-07-15 00:00:00,Wednesday,15,19,33,37,47,53,21
2564,2020-07-18 00:00:00,Saturday,21,37,39,44,50,53,16
2565,2020-07-22 00:00:00,Wednesday,10,15,20,34,43,57,27
2566,2020-07-25 00:00:00,Saturday,4,18,20,36,38,48,12
2567,2020-07-29 00:00:00,Wednesday,4,28,32,36,41,44,23
2568,2020-08-01 00:00:00,Saturday,21,25,34,42,43,51,45
2569,2020-08-05 00:00:00,Wednesday,10,12,20,25,27,59,49
2570,2020-08-08 00:00:00,Saturday,15,16,20,31,35,55,46
2571,2020-08-12 00:00:00,Wednesday,4,10,27,30,36,52,54
2572,2020-08-15 00:00:00,Saturday,9,16,17,25,34,36,14
2573,2020-08-19 00:00:00,Wednesday,6,22,24,29,42,55,57
2574,2020-08-22 00:00:00,Saturday,4,13,18,35,47,54,25
2575,2020-08-26 00:00:00,Wednesday,3,5,13,39,44,58,52
2576,2020-08-29 00:00:00,Saturday,14,36,38,43,47,49,31
2577,2020-09-02 00:00:00,Wednesday,1,14,20,22,56,59,13
2578,2020-09-05 00:00:00,Saturday,8,16,31,48,49,59,45
2579,2020-09-09 00:00:00,Wednesday,14,16,26,36,39,46,21
2580,2020-09-12 00:00:00,Saturday,19,25,30,35,42,50,23
2581,2020-09-16 00:00:00,Wednesday,17,20,24,30,32,33,7
2582,2020-09-19 00:00:00,Saturday,21,31,47,49,52,54,14
2583,2020-09-23 00:00:00,Wednesday,3,15,21,24,27,37,48
2584,2020-09-26 00:00:00,Saturday,2,10,17,36,38,55,47
2585,2020-09-30 00:00:00,Wednesday,10,13,15,19,22,27,25
2586,2020-10-03 00:00:00,Saturday,16,32,36,37,42,54,44
2587,2020-10-07 00:00:00,Wednesday,17,22,32,47,49,53,42
2588,2020-10-10 00:00:00,Saturday,11,30,32,47,48,51,23
2589,2020-10-14 00:00:00,Wednesday,9,11,12,32,35,47,56
2590,2020-10-17 00:00:00,Saturday,3,4,5,34,42,54,53
2591,2020-10-21 00:00:00,Wednesday,1,4,9,27,43,49,41
2592,2020-10-24 00:00:00,Saturday,1,5,10,14,15,46,33
2593,2020-10-28 00:00:00,Wednesday,4,24,30,40,41,43,56
2594,2020-10-31 00:00:00,Saturday,1,2,31,32,43,59,35
2595,2020-11-04 00:00:00,Wednesday,1,2,27,34,36,47,18
2596,2020-11-07 00:00:00,Saturday,2,19,33,35,45,53,44
2597,2020-11-11 00:00:00,Wednesday,7,12,28,34,52,56,10
2598,2020-11-14 00:00:00,Saturday,13,16,17,34,40,53,23
2599,2020-11-18 00:00:00,Wednesday,6,18,24,26,51,57,30
2600,2020-11-21 00:00:00,Saturday,15,16,20,37,44,45,53
2601,2020-11-25 00:00:00,Wednesday,6,42,49,55,57,59,3
2602,2020-11-28 00:00:00,Saturday,6,25,26,31,36,57,4
2603,2020-12-02 00:00:00,Wednesday,1,6,11,32,41,45,28
2604,2020-12-05 00:00:00,Saturday,7,22,37,42,51,55,34
2605,2020-12-09 00:00:00,Wednesday,3,14,15,37,45,59,31
2606,2020-12-12 00:00:00,Saturday,3,5,18,35,44,59,37
2607,2020-12-16 00:00:00,Wednesday,2,3,12,21,43,55,14
2608,2020-12-19 00:00:00,Saturday,10,38,46,49,53,56,26
2609,2020-12-23 00:00:00,Wednesday,5,11,16,20,37,56,25
2610,2020-12-26 00:00:00,Saturday,22,25,35,44,49,58,48
2611,2020-12-30 00:00:00,Wednesday,6,9,33,45,47,51,48
2612,2021-01-02 00:00:00,Saturday,4,7,15,23,28,54,5
2613,2021-01-06 00:00:00,Wednesday,22,26,39,40,50,58,57
2614,2021-01-09 00:00:00,Saturday,2,18,21,29,41,51,32
2615,2021-01-13 00:00:00,Wednesday,12,15,23,25,28,36,44
2616,2021-01-16 00:00:00,Saturday,6,25,38,40,43,50,19
2617,2021-01-20 00:00:00,Wednesday,5,6,16,18,46,52,10
2618,2021-01-23 00:00:00,Saturday,10,25,41,46,48,51,59
2619,2021-01-27 00:00:00,Wednesday,1,6,7,20,21,24,29
2620,2021-01-30 00:00:00,Saturday,6,7,9,18,24,49,12
2621,2021-02-03 00:00:00,Wednesday,27,28,29,33,36,57,7
2622,2021-02-06 00:00:00,Saturday,2,6,23,36,39,58,54
2623,2021-02-10 00:00:00,Wednesday,1,19,21,25,51,56,27
2624,2021-02-13 00:00:00,Saturday,6,16,25,36,47,50,37
2625,2021-02-17 00:00:00,Wednesday,9,11,25,34,44,58,18
2626,2021-02-20 00:00:00,Saturday,5,10,11,18,20,32,28
2627,2021-02-24 00:00:00,Wednesday,5,18,20,27,31,51,24
2628,2021-02-27 00:00:00,Saturday,16,17,32,39,41,47,40
2629,2021-03-03 00:00:00,Wednesday,1,7,9,13,20,30,26
2630,2021-03-06 00:00:00,Saturday,22,25,40,52,54,59,29
2631,2021-03-10 00:00:00,Wednesday,22,28,39,42,53,57,9
2632,2021-03-13 00:00:00,Saturday,13,20,21,31,39,45,58
2633,2021-03-17 00:00:00,Wednesday,12,19,21,26,45,48,41
2634,2021-03-20 00:00:00,Saturday,16,21,25,32,37,51,18
2635,2021-03-24 00:00:00,Wednesday,8,24,26,37,51,53,13
2636,2021-03-27 00:00:00,Saturday,12,35,36,38,44,50,2
2637,2021-03-31 00:00:00,Wednesday,14,29,30,46,47,52,19
2638,2021-04-03 00:00:00,Saturday,5,45,51,53,54,55,59
2639,2021-04-07 00:00:00,Wednesday,9,20,27,32,41,44,16
2640,2021-04-10 00:00:00,Saturday,10,17,28,43,46,51,25
2641,2021-04-14 00:00:00,Wednesday,5,26,29,31,38,39,35
2642,2021-04-17 00:00:00,Saturday,3,27,33,35,45,56,51
2643,2021-04-21 00:00:00,Wednesday,24,35,39,41,45,52,6
2644,2021-04-24 00:00:00,Saturday,7,16,23,43,50,56,11
2645,2021-04-28 00:00:00,Wednesday,3,37,40,42,44,59,55
2646,2021-05-01 00:00:00,Saturday,7,22,26,28,49,51,1
2647,2021-05-05 00:00:00,Wednesday,7,15,17,33,34,48,36
2648,2021-05-08 00:00:00,Saturday,15,24,29,37,38,45,26
2649,2021-05-12 00:00:00,Wednesday,30,33,38,44,45,50,10
2650,2021-05-15 00:00:00,Saturday,2,7,19,23,27,31,6
2651,2021-05-19 00:00:00,Wednesday,8,10,20,23,47,54,22
2652,2021-05-22 00:00:00,Saturday,14,23,30,31,34,51,55
2653,2021-05-26 00:00:00,Wednesday,7,21,29,45,47,58,5
2654,2021-05-29 00:00:00,Saturday,2,3,8,20,46,52,22
2655,2021-06-02 00:00:00,Wednesday,7,11,42,44,48,52,16
2656,2021-06-05 00:00:00,Saturday,11,12,22,34,36,57,28
2657,2021-06-09 00:00:00,Wednesday,12,15,26,30,41,52,54
2658,2021-06-12 00:00:00,Saturday,2,26,28,41,43,48,40
2659,2021-06-16 00:00:00,Wednesday,13,25,28,29,38,57,1
2660,2021-06-19 00:00:00,Saturday,14,18,46,49,58,59,52
2661,2021-06-23 00:00:00,Wednesday,5,7,35,37,51,52,12
2662,2021-06-26 00:00:00,Saturday,8,13,17,21,24,30,43
2663,2021-06-30 00:00:00,Wednesday,21,32,34,39,41,56,25
2664,2021-07-03 00:00:00,Saturday,8,23,26,38,40,55,30
2665,2021-07-07 00:00:00,Wednesday,12,40,44,46,52,53,20
2666,2021-07-10 00:00:00,Saturday,6,9,38,40,44,59,21
2667,2021-07-14 00:00:00,Wednesday,8,12,16,20,24,59,45
2668,2021-07-17 00:00:00,Saturday,9,10,25,27,33,39,37
2669,2021-07-21 00:00:00,Wednesday,12,25,28,32,35,41,45
2670,2021-07-24 00:00:00,Saturday,11,12,32,36,42,59,19
2671,2021-07-28 00:00:00,Wednesday,9,12,21,29,40,54,4
2672,2021-07-31 00:00:00,Saturday,1,9,13,23,32,56,53
2673,2021-08-04 00:00:00,Wednesday,25,27,32,33,36,42,44
2674,2021-08-07 00:00:00,Saturday,27,29,32,46,54,59,11
2675,2021-08-11 00:00:00,Wednesday,2,6,15,37,49,51,19
2676,2021-08-14 00:00:00,Saturday,3,11,15,18,19,35,50
2677,2021-08-18 00:00:00,Wednesday,30,32,37,48,50,56,36
2678,2021-08-21 00:00:00,Saturday,8,18,33,37,50,58,35
2679,2021-08-25 00:00:00,Wednesday,3,24,35,49,53,59,55
2680,2021-08-28 00:00:00,Saturday,7,14,28,29,35,47,48
2681,2021-09-01 00:00:00,Wednesday,3,16,20,42,49,54,29
2682,2021-09-04 00:00:00,Saturday,6,17,23,29,53,56,8
2683,2021-09-08 00:00:00,Wednesday,14,16,48,50,52,58,38
2684,2021-09-11 00:00:00,Saturday,23,40,41,45,46,56,28
2685,2021-09-15 00:00:00,Wednesday,9,11,14,40,51,53,55
2686,2021-09-18 00:00:00,Saturday,4,18,23,35,37,52,39
2687,2021-09-22 00:00:00,Wednesday,11,19,21,35,46,55,37
2688,2021-09-25 00:00:00,Saturday,7,18,33,44,53,55,9
2689,2021-09-29 00:00:00,Wednesday,4,18,27,42,49,51,9
2690,2021-10-02 00:00:00,Saturday,9,10,16,45,46,56,21
2691,2021-10-06 00:00:00,Wednesday,16,26,44,49,54,59,32
2692,2021-10-09 00:00:00,Saturday,10,18,27,37,41,57,25
2693,2021-10-13 00:00:00,Wednesday,5,6,29,41,50,51,26
2694,2021-10-16 00:00:00,Saturday,18,24,30,33,45,48,32
2695,2021-10-20 00:00:00,Wednesday,1,21,38,47,50,56,6
2696,2021-10-23 00:00:00,Saturday,23,30,41,43,45,47,5
2697,2021-10-27 00:00:00,Wednesday,14,26,28,35,51,53,56
2698,2021-10-30 00:00:00,Saturday,18,19,21,22,32,54,36
2699,2021-11-03 00:00:00,Wednesday,9,32,37,51,55,59,22
2700,2021-11-06 00:00:00,Saturday,3,4,7,44,49,58,41
2701,2021-11-10 00:00:00,Wednesday,2,8,11,30,51,54,29
2702,2021-11-13 00:00:00,Saturday,1,9,13,28,30,45,42
2703,2021-11-17 00:00:00,Wednesday,6,11,18,20,42,56,24
2704,2021-11-20 00:00:00,Saturday,6,11,17,24,42,43,4
2705,2021-11-24 00:00:00,Wednesday,20,26,41,45,47,49,15
2706,2021-11-27 00:00:00,Saturday,1,6,7,28,42,46,14
2707,2021-12-01 00:00:00,Wednesday,5,9,15,31,34,38,44
2708,2021-12-04 00:00:00,Saturday,1,22,29,45,53,58,8
2709,2021-12-08 00:00:00,Wednesday,5,9,28,31,45,56,15
2710,2021-12-11 00:00:00,Saturday,6,7,25,47,52,55,21
2711,2021-12-15 00:00:00,Wednesday,9,20,24,25,50,57,53
2712,2021-12-18 00:00:00,Saturday,9,10,42,44,49,56,5
2713,2021-12-22 00:00:00,Wednesday,1,11,34,37,40,42,29
2714,2021-12-25 00:00:00,Saturday,10,14,23,41,47,48,27
2715,2021-12-29 00:00:00,Wednesday,6,14,29,40,44,56,7
2716,2022-01-01 00:00:00,Saturday,8,9,25,38,47,49,23
2717,2022-01-05 00:00:00,Wednesday,9,16,18,21,28,51,42
2718,2022-01-08 00:00:00,Saturday,6,16,36,39,47,56,55
2719,2022-01-12 00:00:00,Wednesday,2,19,43,45,50,55,20
2720,2022-01-15 00:00:00,Saturday,13,14,33,34,39,48,26
2721,2022-01-19 00:00:00,Wednesday,4,16,19,42,51,56,32
2722,2022-01-22 00:00:00,Saturday,8,16,25,32,39,41,5
2723,2022-01-26 00:00:00,Wednesday,1,9,21,24,34,57,25
2724,2022-01-29 00:00:00,Saturday,24,27,35,37,54,56,44
2725,2022-02-02 00:00:00,Wednesday,2,5,12,31,49,50,38
2726,2022-02-05 00:00:00,Saturday,1,3,4,5,14,17,51
2727,2022-02-09 00:00:00,Wednesday,19,26,33,41,46,58,50
2728,2022-02-12 00:00:00,Saturday,6,26,27,28,41,45,35
2729,2022-02-16 00:00:00,Wednesday,6,10,18,20,35,40,55
2730,2022-02-19 00:00:00,Saturday,10,14,21,33,35,52,26
2731,2022-02-23 00:00:00,Wednesday,38,41,42,44,49,54,55
2732,2022-02-26 00:00:00,Saturday,5,16,20,28,45,47,4
2733,2022-03-02 00:00:00,Wednesday,6,8,16,28,30,40,39
2734,2022-03-05 00:00:00,Saturday,4,20,43,48,56,57,12
2735,2022-03-09 00:00:00,Wednesday,1,8,9,45,46,58,11
2736,2022-03-12 00:00:00,Saturday,23,32,34,51,53,57,47
2737,2022-03-16 00:00:00,Wednesday,9,11,17,24,48,50,18
2738,2022-03-19 00:00:00,Saturday,2,8,22,47,50,57,52
2739,2022-03-23 00:00:00,Wednesday,5,17,18,28,34,46,37
2740,2022-03-26 00:00:00,Saturday,5,24,30,32,33,41,4
2741,2022-03-30 00:00:00,Wednesday,11,24,32,37,55,56,17
2742,2022-04-02 00:00:00,Saturday,7,8,37,44,47,50,15
2743,2022-04-06 00:00:00,Wednesday,1,3,33,48,55,57,16
2744,2022-04-09 00:00:00,Saturday,3,10,12,24,25,31,59
2745,2022-04-13 00:00:00,Wednesday,27,36,42,46,48,52,15
2746,2022-04-16 00:00:00,Saturday,16,18,21,27,47,59,53
2747,2022-04-20 00:00:00,Wednesday,5,8,24,33,37,44,4
2748,2022-04-23 00:00:00,Saturday,3,12,15,26,34,52,5
2749,2022-04-27 00:00:00,Wednesday,19,20,30,50,56,57,21
2750,2022-04-30 00:00:00,Saturday,1,6,13,24,30,36,19
2751,2022-05-04 00:00:00,Wednesday,16,20,37,40,48,51,30
2752,2022-05-07 00:00:00,Saturday,13,24,32,38,50,56,47
2753,2022-05-11 00:00:00,Wednesday,10,16,35,49,51,58,1
2754,2022-05-14 00:00:00,Saturday,2,15,23,27,35,41,45
2755,2022-05-18 00:00:00,Wednesday,1,22,43,49,57,58,25
2756,2022-05-21 00:00:00,Saturday,7,14,20,47,48,55,34
2757,2022-05-25 00:00:00,Wednesday,4,10,16,27,32,46,18
2758,2022-05-28 00:00:00,Saturday,3,6,15,27,34,55,45
2759,2022-06-01 00:00:00,Wednesday,6,24,30,38,48,58,7
2760,2022-06-04 00:00:00,Saturday,5,9,26,33,41,53,38
2761,2022-06-08 00:00:00,Wednesday,4,9,16,28,37,43,19
2762,2022-06-11 00:00:00,Saturday,17,21,26,45,52,55,48
2763,2022-06-15 00:00:00,Wednesday,5,15,18,21,29,59,13
2764,2022-06-18 00:00:00,Saturday,7,9,10,38,50,58,55
2765,2022-06-22 00:00:00,Wednesday,8,11,21,27,29,30,35
2766,2022-06-25 00:00:00,Saturday,14,20,23,29,30,50,17
2767,2022-06-29 00:00:00,Wednesday,6,8,11,44,52,55,20
2768,2022-07-02 00:00:00,Saturday,3,14,39,45,46,53,21
2769,2022-07-06 00:00:00,Wednesday,6,10,16,23,26,46,33
2770,2022-07-09 00:00:00,Saturday,4,12,17,20,44,53,2
2771,2022-07-13 00:00:00,Wednesday,26,29,36,48,55,56,16
2772,2022-07-16 00:00:00,Saturday,7,9,30,51,52,59,8
2773,2022-07-20 00:00:00,Wednesday,1,4,9,15,50,54,13
2774,2022-07-23 00:00:00,Saturday,24,26,41,42,44,53,6
2775,2022-07-27 00:00:00,Wednesday,2,5,17,38,53,59,55
2776,2022-07-30 00:00:00,Saturday,9,13,29,42,52,58,6
2777,2022-08-03 00:00:00,Wednesday,8,22,52,54,55,58,3
2778,2022-08-06 00:00:00,Saturday,4,11,28,30,37,53,47
2779,2022-08-10 00:00:00,Wednesday,2,25,26,28,32,44,12
2780,2022-08-13 00:00:00,Saturday,12,14,18,23,29,56,10
2781,2022-08-17 00:00:00,Wednesday,3,16,40,42,57,58,19
2782,2022-08-20 00:00:00,Saturday,4,27,31,32,36,57,6
2783,2022-08-24 00:00:00,Wednesday,9,13,18,25,27,42,52
2784,2022-08-27 00:00:00,Saturday,16,34,35,41,51,52,2
2785,2022-08-31 00:00:00,Wednesday,23,25,31,35,46,51,58
2786,2022-09-03 00:00:00,Saturday,21,23,25,32,33,37,18
2787,2022-09-07 00:00:00,Wednesday,2,12,15,21,39,58,52
2788,2022-09-10 00:00:00,Saturday,4,18,31,34,50,52,23
2789,2022-09-14 00:00:00,Wednesday,7,11,15,16,38,50,43
2790,2022-09-17 00:00:00,Saturday,16,18,35,48,51,53,4
2791,2022-09-21 00:00:00,Wednesday,15,25,37,49,52,55,23
2792,2022-09-24 00:00:00,Saturday,12,16,38,54,55,57,21
2793,2022-09-28 00:00:00,Wednesday,2,23,38,45,48,52,46
2794,2022-10-01 00:00:00,Saturday,10,23,37,45,56,57,13
2795,2022-10-05 00:00:00,Wednesday,20,32,35,52,54,57,12
2796,2022-10-08 00:00:00,Saturday,3,4,6,15,32,39,55
2797,2022-10-12 00:00:00,Wednesday,1,2,22,31,34,40,13
2798,2022-10-15 00:00:00,Saturday,9,12,22,46,52,59,21
2799,2022-10-19 00:00:00,Wednesday,2,4,10,38,46,57,50
2800,2022-10-22 00:00:00,Saturday,5,8,24,34,55,56,58
2801,2022-10-26 00:00:00,Wednesday,7,22,26,38,43,46,20
2802,2022-10-29 00:00:00,Saturday,9,11,21,28,47,51,41
2803,2022-11-02 00:00:00,Wednesday,12,21,32,36,42,46,45
2804,2022-11-05 00:00:00,Saturday,15,23,40,43,51,57,38
2805,2022-11-09 00:00:00,Wednesday,12,20,25,45,47,53,19
2806,2022-11-12 00:00:00,Saturday,1,9,12,37,45,47,26
2807,2022-11-16 00:00:00,Wednesday,3,12,37,39,50,55,21
2808,2022-11-19 00:00:00,Saturday,15,37,40,41,52,59,7
2809,2022-11-23 00:00:00,Wednesday,5,10,16,22,32,48,23
2810,2022-11-26 00:00:00,Saturday,6,11,21,41,46,53,43
2811,2022-11-30 00:00:00,Wednesday,1,22,29,41,47,57,17
2812,2022-12-03 00:00:00,Saturday,5,14,16,17,23,45,51
2813,2022-12-07 00:00:00,Wednesday,1,4,7,25,29,47,58
2814,2022-12-10 00:00:00,Saturday,11,25,27,32,57,59,23
2815,2022-12-14 00:00:00,Wednesday,7,25,31,35,51,54,37
2816,2022-12-17 00:00:00,Saturday,11,15,29,42,44,49,5
2817,2022-12-21 00:00:00,Wednesday,2,3,19,21,52,55,17
2818,2022-12-24 00:00:00,Saturday,5,7,11,22,25,56,47
2819,2022-12-28 00:00:00,Wednesday,5,6,22,36,39,40,31
2820,2022-12-31 00:00:00,Saturday,2,11,28,39,42,46,57
2821,2023-01-04 00:00:00,Wednesday,4,7,11,13,14,22,27
2822,2023-01-07 00:00:00,Saturday,17,35,36,45,47,57,43
2823,2023-01-11 00:00:00,Wednesday,4,7,16,19,20,26,37
2824,2023-01-14 00:00:00,Saturday,4,10,24,32,36,54,1
2825,2023-01-18 00:00:00,Wednesday,6,19,28,41,43,53,39
2826,2023-01-21 00:00:00,Saturday,2,7,11,13,14,31,41
2827,2023-01-25 00:00:00,Wednesday,6,8,19,20,31,55,51
2828,2023-01-28 00:00:00,Saturday,6,17,26,31,32,43,42
2829,2023-02-01 00:00:00,Wednesday,12,24,25,35,56,58,57
2830,2023-02-04 00:00:00,Saturday,3,17,29,30,57,59,15
2831,2023-02-08 00:00:00,Wednesday,4,10,18,37,49,54,45
2832,2023-02-11 00:00:00,Saturday,6,7,23,43,52,59,35
2833,2023-02-15 00:00:00,Wednesday,4,15,27,36,38,49,25
2834,2023-02-18 00:00:00,Saturday,27,31,34,35,44,53,37
2835,2023-02-22 00:00:00,Wednesday,6,16,20,26,31,57,46
2836,2023-02-25 00:00:00,Saturday,3,33,34,37,52,57,44
2837,2023-03-01 00:00:00,Wednesday,8,10,12,29,40,49,11
2838,2023-03-04 00:00:00,Saturday,3,9,13,14,28,52,6
2839,2023-03-08 00:00:00,Wednesday,10,13,28,41,44,53,39
2840,2023-03-11 00:00:00,Saturday,5,6,17,21,47,52,25
2841,2023-03-15 00:00:00,Wednesday,18,21,26,36,55,59,34
2842,2023-03-18 00:00:00,Saturday,1,30,40,45,51,56,38
2843,2023-03-22 00:00:00,Wednesday,8,10,27,34,51,57,54
2844,2023-03-25 00:00:00,Saturday,7,37,38,49,55,58,59
2845,2023-03-29 00:00:00,Wednesday,7,19,23,35,50,51,27
2846,2023-04-01 00:00:00,Saturday,17,25,32,37,39,42,31
2847,2023-04-05 00:00:00,Wednesday,3,10,12,18,26,40,39
2848,2023-04-08 00:00:00,Saturday,3,22,26,44,45,57,58
